"gene","GO_ID","D","T1","T2","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0002430",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,0.0388759082404893,1,1,1,"complement receptor mediated signaling pathway","BP","signal transduction","P"
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0002682",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0002684",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0002757",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0002764",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0002768",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0002791",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0002793",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0003674",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0003824",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0004620",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0004621",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,0.0388759082404893,1,1,1,"glycosylphosphatidylinositol phospholipase D activity","MF","other molecular function","F"
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0004630",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0005575",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0005576",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0005615",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0005622",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0005623",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0005737",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006109",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006464",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,0.00239611437433042,0.999106372843164,18,238,NA,NA,"protein metabolism","P"
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006497",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006501",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006505",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006507",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,0.0388759082404893,1,1,1,"GPI anchor release","BP","other metabolic processes","P"
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006629",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006643",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006644",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006650",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006664",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006793",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006796",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006807",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006810",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0006928",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0007154",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0007165",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0007166",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0007167",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,0.0217593204118431,0.994207311574358,6,59,"enzyme-linked receptor protein signaling pathway","BP","signal transduction","P"
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0007169",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,0.0231576783150935,0.994651864653131,5,44,"transmembrane receptor protein tyrosine kinase signaling pathway","BP","signal transduction","P"
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0007275",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.27513_t","GO:0008081",NA,"0.977324565869858",NA,"45351.EDO37905","0","917","KOG3637@1|root; KOG3637@2759|Eukaryota; 38DDW@33154|Opisthokonta; 3BH46@33208|Metazoa","33208|Metazoa","W","glycosylphosphatidylinositol phospholipase D activity","GPLD1","3.1.4.50","ko:K01127","ko00563; map00563",NA,"R06623",NA,"ko00000; ko00001; ko01000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
