"gene","GO_ID","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0006511","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0006807","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0006915","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0006950","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0007154","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0007165","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0008047","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0008150","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0008152","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0008219","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0009056","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0009057","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0009892","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0009987","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0010033","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0010243","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0010498","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0010563","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0010605","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0012501","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0012505","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0015035","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0015036","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0016491","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0016667","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0016671","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0019220","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0019222","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0019538","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0019899","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0019941","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0023052","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0030163","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0030234","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0030433","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g1008.t1","GO:0030544","45351.EDO43758","0","1060","COG0484@1|root; COG0526@1|root; KOG0191@2759|Eukaryota; KOG0713@2759|Eukaryota; 38G4X@33154|Opisthokonta; 3B9AU@33208|Metazoa","33208|Metazoa","O","homolog subfamily C member 10","DNAJC10",NA,"ko:K09530","ko04141; map04141",NA,NA,NA,"ko00000; ko00001; ko03110; ko04131",NA,NA,NA,"DnaJ; Thioredoxin",NA,NA,NA,NA,NA,NA,NA,NA
