"","gene","D","T1","T2"
"39","Pocillopora_acuta_HIv2___RNAseq.g12651.t1",0.898136556009908,-0.81965175505375,0.34033518163399
"40","Pocillopora_acuta_HIv2___RNAseq.g12733.t1",0.810255746598775,0.446318129491571,-1.10699003159084
"41","Pocillopora_acuta_HIv2___RNAseq.g12892.t1",0.849267064468698,-0.113630107066276,-0.601362406552429
"42","Pocillopora_acuta_HIv2___RNAseq.g12908.t1",1.22672089209775,-0.901515262670862,0.237146910477042
"43","Pocillopora_acuta_HIv2___RNAseq.g12946.t1",1.11045726090069,-0.437839828245199,-0.223274491508896
"44","Pocillopora_acuta_HIv2___RNAseq.g12983.t1",0.826599770550301,0.0158924381533245,-0.810381781028071
"45","Pocillopora_acuta_HIv2___RNAseq.g13060.t1",0.861174548060498,-0.452895097713918,-0.46376573593028
"46","Pocillopora_acuta_HIv2___RNAseq.g13061.t1a",1.07900912417183,-0.456592417763264,-0.556148024758106
"47","Pocillopora_acuta_HIv2___RNAseq.g13120.t1",1.43430403657868,-0.490116352612901,-0.865311020056687
"48","Pocillopora_acuta_HIv2___RNAseq.g13228.t1",0.772800866295285,-1.02845145392619,0.784438835334007
"49","Pocillopora_acuta_HIv2___RNAseq.g13231.t1",0.849194858561446,-0.0118649684171243,-0.853817431213266
"50","Pocillopora_acuta_HIv2___RNAseq.g1333.t1",0.896775900618938,-1.00647995755565,0.781853927628034
"51","Pocillopora_acuta_HIv2___RNAseq.g13386.t1",0.822495090230596,-0.771818491775349,-0.00491331997238898
"52","Pocillopora_acuta_HIv2___RNAseq.g13476.t1",1.23811096022261,-0.627839104996689,0.0877859186053406
"53","Pocillopora_acuta_HIv2___RNAseq.g13921.t1",0.75642375328675,-0.79118101046687,-0.289875061788192
"54","Pocillopora_acuta_HIv2___RNAseq.g14124.t1",0.887222270951291,-0.751212692968081,0.37845256168339
"55","Pocillopora_acuta_HIv2___RNAseq.g14236.t1",1.04364266274013,-0.564677194522401,-0.675856919247037
"56","Pocillopora_acuta_HIv2___RNAseq.g14252.t1",1.11904393600047,-0.420250814409492,-0.942491253400362
"57","Pocillopora_acuta_HIv2___RNAseq.g14256.t1",1.12716643837042,-0.310450325909343,-0.482601108754263
"58","Pocillopora_acuta_HIv2___RNAseq.g14494.t1",0.808553830585379,-0.575943486166006,-0.434723692084457
"59","Pocillopora_acuta_HIv2___RNAseq.g1461.t1",0.808872291071827,0.0067918721676415,-1.03915411945347
"60","Pocillopora_acuta_HIv2___RNAseq.g14798.t1",0.760860317479172,-0.770247655235893,0.236220488248936
"61","Pocillopora_acuta_HIv2___RNAseq.g1504.t1",1.09393212356418,0.115710894077103,-0.901897583915868
"62","Pocillopora_acuta_HIv2___RNAseq.g15090.t1",0.793690447501266,-1.02972183780927,0.693618760709363
"63","Pocillopora_acuta_HIv2___RNAseq.g15136.t1",1.39765058457372,-0.854942046144528,-0.010462442855216
"64","Pocillopora_acuta_HIv2___RNAseq.g15195.t1",1.25872449798219,-0.00124280458367168,-0.832457995711325
"65","Pocillopora_acuta_HIv2___RNAseq.g15230.t1",0.985874846789136,-0.56082110217344,-0.497952381933964
"66","Pocillopora_acuta_HIv2___RNAseq.g15289.t1",1.28960900231743,-0.533587733607658,-0.429754107499588
"67","Pocillopora_acuta_HIv2___RNAseq.g15354.t1",0.847921401802931,-0.616911056242784,0.369228120477262
"68","Pocillopora_acuta_HIv2___RNAseq.g15356.t1",1.02611299125921,-0.773018530664199,0.146651853006161
"69","Pocillopora_acuta_HIv2___RNAseq.g15431.t1",1.33215359659806,-0.534831039821076,-0.450470975539157
"70","Pocillopora_acuta_HIv2___RNAseq.g15432.t1",1.50576460572344,-0.599603390937311,-0.498614306573681
"71","Pocillopora_acuta_HIv2___RNAseq.g15447.t3",1.11150556986837,-0.744079506857987,0.219483375058337
"72","Pocillopora_acuta_HIv2___RNAseq.g15517.t1",0.755513877343825,-0.751967796721906,0.295416682418049
"73","Pocillopora_acuta_HIv2___RNAseq.g15677.t1",1.24384700750393,-0.440636362817213,-0.598644341726852
"74","Pocillopora_acuta_HIv2___RNAseq.g15741.t1",0.768238948752069,0.0534189038633699,-0.47597937876622
"75","Pocillopora_acuta_HIv2___RNAseq.g1581.t1",1.27762528435346,-0.508456160727124,-0.52728054075798
"76","Pocillopora_acuta_HIv2___RNAseq.g15843.t1",1.02926965818257,0.322798362258942,-1.31682507899092
"77","Pocillopora_acuta_HIv2___RNAseq.g15844.t1",1.46717857045325,-0.677530248212437,-0.216667127756341
"78","Pocillopora_acuta_HIv2___RNAseq.g160.t1",1.25624253218498,-1.11291317312551,0.202922432077942
"79","Pocillopora_acuta_HIv2___RNAseq.g1600.t1",1.33564133865951,-0.131029964199624,-0.847228605428133
"80","Pocillopora_acuta_HIv2___RNAseq.g16105.t1",1.0495919031411,-0.747258482150805,-0.518340786484598
"81","Pocillopora_acuta_HIv2___RNAseq.g16111.t1",0.947858745201729,-1.04011670994365,0.669365652120773
"82","Pocillopora_acuta_HIv2___RNAseq.g16189.t1",0.762866104975389,0.689271780187568,-1.18680322089008
"83","Pocillopora_acuta_HIv2___RNAseq.g16371.t1",0.750060481909954,-0.462922173293208,-0.422138957240552
"84","Pocillopora_acuta_HIv2___RNAseq.g16376.t1",1.22925967376634,-1.03685485757377,0.409353847648459
"85","Pocillopora_acuta_HIv2___RNAseq.g16386.t1",1.122998028114,-0.625442529541576,-0.15814469438342
"86","Pocillopora_acuta_HIv2___RNAseq.g1691.t1",0.934101397890323,-0.127484909321932,-0.894305267028893
"87","Pocillopora_acuta_HIv2___RNAseq.g17061.t1",0.795353199036686,-0.794308913500676,0.773635594200567
"88","Pocillopora_acuta_HIv2___RNAseq.g17076.t1",0.80196891791555,-0.327786773647002,-0.29807390750933
"89","Pocillopora_acuta_HIv2___RNAseq.g17077.t1",0.841210947876332,-0.623502640204164,-0.557303392290937
"90","Pocillopora_acuta_HIv2___RNAseq.g17157.t1",0.766921158508551,-0.127568458112756,-0.487161359284857
"91","Pocillopora_acuta_HIv2___RNAseq.g17166.t2",1.13686564908836,-0.435905150881098,-0.792295820309185
"92","Pocillopora_acuta_HIv2___RNAseq.g17374.t1",0.957372931501031,0.354943197658721,-1.31776474280842
"93","Pocillopora_acuta_HIv2___RNAseq.g17377.t1",1.10168375693664,-0.528182402235194,-0.234281335438574
"94","Pocillopora_acuta_HIv2___RNAseq.g17404.t1",0.966173829008874,-0.967246602692209,0.428172940031599
"95","Pocillopora_acuta_HIv2___RNAseq.g17463.t1",0.980685125031489,-0.292930792467246,-0.806566479227859
"96","Pocillopora_acuta_HIv2___RNAseq.g17492.t1",1.38985737958551,-0.315625719534402,-0.944655284810632
"97","Pocillopora_acuta_HIv2___RNAseq.g17563.t1",1.0910942644556,-0.980908323623197,-0.0918002694547238
"98","Pocillopora_acuta_HIv2___RNAseq.g18036.t1",1.0071488511502,-1.01648894843189,0.396157324113829
"99","Pocillopora_acuta_HIv2___RNAseq.g18040.t1",1.11368913388285,-0.690044671032803,-0.0385471782789554
"100","Pocillopora_acuta_HIv2___RNAseq.g18135.t2",0.814755269392331,-0.595934232148951,-0.31656918556526
"101","Pocillopora_acuta_HIv2___RNAseq.g18177.t1",1.25187889529564,-0.165204608306865,-0.617629536887432
"102","Pocillopora_acuta_HIv2___RNAseq.g1832.t1",0.887020481146085,-0.59305566609399,0.0943103054979703
"103","Pocillopora_acuta_HIv2___RNAseq.g18400.t1",1.40383047368,-0.712646451620304,-0.317739802461423
"104","Pocillopora_acuta_HIv2___RNAseq.g18497.t1",0.928713277091761,-0.314041197326034,-0.258220870475075
"105","Pocillopora_acuta_HIv2___RNAseq.g18583.t1",0.996446935238763,-0.098147437477811,-0.168141840125011
"106","Pocillopora_acuta_HIv2___RNAseq.g18586.t1",0.957556842025067,-1.14762755715515,0.383271482842109
"107","Pocillopora_acuta_HIv2___RNAseq.g18896.t1",0.981131389911423,0.0122103200334608,-0.663942541938268
"108","Pocillopora_acuta_HIv2___RNAseq.g18944.t1",1.60926589628542,-0.187242853288985,-0.799419670110266
"109","Pocillopora_acuta_HIv2___RNAseq.g19132.t1",0.985858641799903,-0.492952085034856,0.00264142350707572
"110","Pocillopora_acuta_HIv2___RNAseq.g19193.t1",0.757283305696237,-0.800372923489946,-0.236168399972947
"111","Pocillopora_acuta_HIv2___RNAseq.g19228.t1",0.825114220113936,0.334067662724723,-0.810424081578064
"112","Pocillopora_acuta_HIv2___RNAseq.g19237.t1",0.780039179349138,-0.39514995123894,-0.443174516337911
"113","Pocillopora_acuta_HIv2___RNAseq.g19824.t1",1.42705490996707,-0.304164164263832,-0.751309116401807
"114","Pocillopora_acuta_HIv2___RNAseq.g19972.t1a",1.03513187258162,0.021842020519667,-1.07510985893325
"115","Pocillopora_acuta_HIv2___RNAseq.g20045.t1b",0.91109195868208,0.492852503903417,-1.43929898088653
"116","Pocillopora_acuta_HIv2___RNAseq.g20154.t1",0.880643653216557,-0.147058629939656,-0.106663560932666
"117","Pocillopora_acuta_HIv2___RNAseq.g20415.t1",0.842432582009147,0.292152628282117,-0.890649330134456
"118","Pocillopora_acuta_HIv2___RNAseq.g20416.t1",1.48692051376129,-0.0828388020141693,-1.01561196075538
"119","Pocillopora_acuta_HIv2___RNAseq.g20435.t1",0.811590075647899,-0.220077885581162,0.345675504847148
"120","Pocillopora_acuta_HIv2___RNAseq.g20468.t1",1.07561829752418,-0.343825448648301,-0.795312284899852
"121","Pocillopora_acuta_HIv2___RNAseq.g20682.t1",1.42042321045235,-0.31383415426684,-0.651620465847304
"122","Pocillopora_acuta_HIv2___RNAseq.g20688.t1",1.17008344498577,-0.598078413243432,-0.387215028297632
"123","Pocillopora_acuta_HIv2___RNAseq.g20703.t1",0.98556043584594,-0.86427003131283,0.0398193546860007
"124","Pocillopora_acuta_HIv2___RNAseq.g20818.t1",1.05225714021347,-0.503467126919483,-0.345745841133393
"125","Pocillopora_acuta_HIv2___RNAseq.g20827.t1",0.783756686807348,-0.194296736605054,-0.456346535709294
"126","Pocillopora_acuta_HIv2___RNAseq.g21123.t1",1.29391699798123,-0.114246851534589,-0.880602001498171
"127","Pocillopora_acuta_HIv2___RNAseq.g21125.t1",1.34018293003715,-0.19757549986949,-1.05903379304493
"128","Pocillopora_acuta_HIv2___RNAseq.g21134.t1",0.944875866974399,0.241030387020176,-1.22045943192209
"129","Pocillopora_acuta_HIv2___RNAseq.g21247.t1",0.782148763486287,-0.516288888696335,-0.826728694222568
"130","Pocillopora_acuta_HIv2___RNAseq.g21362.t1",1.00186655450043,0.0316171334540684,-1.10822993346366
"131","Pocillopora_acuta_HIv2___RNAseq.g21384.t1",0.996191891819089,-0.865116355998308,-0.181798136243003
"132","Pocillopora_acuta_HIv2___RNAseq.g2142.t1",0.972171397895462,-0.0627783473940322,-0.475129370804314
"133","Pocillopora_acuta_HIv2___RNAseq.g21421.t1",0.811890426560488,0.053129006507474,-0.417770043646079
"134","Pocillopora_acuta_HIv2___RNAseq.g21633.t1",0.920171660540951,-0.281250548378902,-0.402823045247432
"135","Pocillopora_acuta_HIv2___RNAseq.g2173.t1",0.979010219065825,0.0107447064896307,-0.879456996780672
"136","Pocillopora_acuta_HIv2___RNAseq.g21863.t1b",0.81945021879259,0.52165260539702,-1.14141571160875
"137","Pocillopora_acuta_HIv2___RNAseq.g21950.t1",1.06097647576081,0.295431362325539,-1.42974307382399
"138","Pocillopora_acuta_HIv2___RNAseq.g22191.t1",1.25947639662658,-0.485394479018898,-0.129388364223401
"139","Pocillopora_acuta_HIv2___RNAseq.g22211.t1",0.840728040759184,-0.193172805538271,-0.307078873575344
"140","Pocillopora_acuta_HIv2___RNAseq.g22702.t1",0.929729435447655,-0.755889389620566,0.245443667239466
"141","Pocillopora_acuta_HIv2___RNAseq.g22704.t1",0.794897076987378,-0.0233432026334171,0.0749095655695566
"142","Pocillopora_acuta_HIv2___RNAseq.g22837.t1",1.13307262164039,-1.13400642669206,0.218468156809033
"143","Pocillopora_acuta_HIv2___RNAseq.g23054.t1",0.982537206404204,-0.0634902644828612,-0.526034687824604
"144","Pocillopora_acuta_HIv2___RNAseq.g23067.t1",0.870001460879264,0.494074479418609,-1.15735068152984
"145","Pocillopora_acuta_HIv2___RNAseq.g23102.t1",0.832067914939583,0.648701857578881,-1.09688682607217
"146","Pocillopora_acuta_HIv2___RNAseq.g2335.t1",0.896786853574641,0.182746679939353,-0.614335793510859
"147","Pocillopora_acuta_HIv2___RNAseq.g23385.t1",1.2583184858776,-0.452872388384746,-0.313498483726051
"148","Pocillopora_acuta_HIv2___RNAseq.g2364.t1",0.942618726138266,-0.250272396498678,-0.630004572278189
"149","Pocillopora_acuta_HIv2___RNAseq.g23665.t1",0.836458884809669,0.401686436861612,-1.23243182269212
"150","Pocillopora_acuta_HIv2___RNAseq.g23959.t1",1.45588790659025,-0.77205556739174,-0.43265443684552
"151","Pocillopora_acuta_HIv2___RNAseq.g23969.t1",1.21636777635804,-0.217931809112526,-0.816059545734915
"152","Pocillopora_acuta_HIv2___RNAseq.g23974.t1",1.2359411843024,-0.041115001627253,-1.23348599287246
"153","Pocillopora_acuta_HIv2___RNAseq.g23979.t1",1.27157014381489,-0.585082434321376,0.276473820571535
"154","Pocillopora_acuta_HIv2___RNAseq.g24037.t1",1.15963544686423,-0.344550627510489,-0.204652886871473
"155","Pocillopora_acuta_HIv2___RNAseq.g24329.t1",1.47312147814838,-0.740446131397191,0.160625533588746
"156","Pocillopora_acuta_HIv2___RNAseq.g24687.t1",0.89803690320422,-0.125689390721573,-0.777479047521636
"157","Pocillopora_acuta_HIv2___RNAseq.g2477.t1",1.09591919632061,0.203256986570998,-1.25079503738427
"158","Pocillopora_acuta_HIv2___RNAseq.g24799.t2",0.786766275625902,0.183526013756921,-1.25673417063497
"159","Pocillopora_acuta_HIv2___RNAseq.g24860.t1",0.97260300905123,0.240323925232792,-1.21192078796065
"160","Pocillopora_acuta_HIv2___RNAseq.g25162.t1",1.35515757650083,-0.671834472023012,-0.683579897230351
"161","Pocillopora_acuta_HIv2___RNAseq.g25238.t1",1.15563444615838,-0.573593033305246,-0.553541560456667
"162","Pocillopora_acuta_HIv2___RNAseq.g25269.t1",0.806518346915053,-0.631224699946761,0.132003696201905
"163","Pocillopora_acuta_HIv2___RNAseq.g25425.t1",1.27075619558684,-1.13340509352337,0.25995608405605
"164","Pocillopora_acuta_HIv2___RNAseq.g255.t1",1.20601938180291,-0.193575169988306,-0.81736644546042
"165","Pocillopora_acuta_HIv2___RNAseq.g25532.t1",1.21402420320926,-0.66158429974497,-0.370286098260638
"166","Pocillopora_acuta_HIv2___RNAseq.g2555.t1",0.936046558924017,0.343910357281209,-1.19158613109414
"167","Pocillopora_acuta_HIv2___RNAseq.g25795.t1",1.08975432547374,-0.517247904357914,-0.462665859363918
"168","Pocillopora_acuta_HIv2___RNAseq.g25819.t1",1.27606695840714,-0.202757704819735,-1.04794181874484
"169","Pocillopora_acuta_HIv2___RNAseq.g25933.t1",1.06959186314914,-0.078491959410537,-0.187579861056042
"170","Pocillopora_acuta_HIv2___RNAseq.g26173.t1",0.822135522854214,-0.595416989896781,0.213045755466268
"171","Pocillopora_acuta_HIv2___RNAseq.g26238.t1",0.777678776523959,-0.0829955577147976,0.777678776523959
"172","Pocillopora_acuta_HIv2___RNAseq.g2626.t1",0.855094023756694,0.0893666167792379,-1.22250657089325
"173","Pocillopora_acuta_HIv2___RNAseq.g26270.t1a",0.779715911988071,0.0156381079931981,-0.847880217161367
"174","Pocillopora_acuta_HIv2___RNAseq.g26311.t1",0.814525362701078,-0.28914299492978,-0.00213341853122407
"175","Pocillopora_acuta_HIv2___RNAseq.g2659.t1",0.928311806498704,0.404799876268263,-1.48442774943955
"176","Pocillopora_acuta_HIv2___RNAseq.g26609.t2",0.802489967675696,-0.307168353751824,0.404467035101549
"177","Pocillopora_acuta_HIv2___RNAseq.g26964.t1",1.00633800977482,-0.175809121476905,-0.6158303173813
"178","Pocillopora_acuta_HIv2___RNAseq.g26978.t1",0.81033835538972,-1.05272540252909,0.383852991055591
"179","Pocillopora_acuta_HIv2___RNAseq.g2707.t1",0.831685245753699,0.498776354446154,-1.14412387716868
"180","Pocillopora_acuta_HIv2___RNAseq.g27362.t1",0.895434220715657,-0.609707973568023,0.0655308801086932
"181","Pocillopora_acuta_HIv2___RNAseq.g27773.t1",1.37107834680064,0.0247377074441011,-0.878634890652712
"182","Pocillopora_acuta_HIv2___RNAseq.g27820.t1",0.922351032876445,0.27761911312309,-1.17690608280565
"183","Pocillopora_acuta_HIv2___RNAseq.g2786.t1",0.846671661261393,-0.419413696801583,-0.565342793822811
"184","Pocillopora_acuta_HIv2___RNAseq.g27882.t1",0.911608332105692,-0.373408906308546,-0.206633297462435
"185","Pocillopora_acuta_HIv2___RNAseq.g28105.t1",0.953258351837949,-1.022500578647,0.210942851336835
"186","Pocillopora_acuta_HIv2___RNAseq.g28327.t4",0.83509196573,-0.156017260666337,-0.366440299532911
"187","Pocillopora_acuta_HIv2___RNAseq.g28459.t1",1.4642410945246,-0.542429955968857,-0.513062726935538
"188","Pocillopora_acuta_HIv2___RNAseq.g28498.t1",0.902819911021031,0.0134101083031291,-0.853517585565519
"189","Pocillopora_acuta_HIv2___RNAseq.g28602.t1",1.17282711421624,-0.303644574651687,-0.654470668545216
"190","Pocillopora_acuta_HIv2___RNAseq.g28639.t1",1.15690860292953,-0.557809596715833,-0.320019035331733
"191","Pocillopora_acuta_HIv2___RNAseq.g28671.t1",1.08229592319764,-0.293895409759236,-0.535988355925601
"192","Pocillopora_acuta_HIv2___RNAseq.g28982.t1",1.49440954738416,-0.142747882582399,-0.651262044029435
"193","Pocillopora_acuta_HIv2___RNAseq.g29039.t1",0.96896845767783,-0.953313274179503,0.0786897539447929
"194","Pocillopora_acuta_HIv2___RNAseq.g29061.t1",0.910464256563924,-0.959551567757197,0.328186249514219
"195","Pocillopora_acuta_HIv2___RNAseq.g29140.t1",0.779117085005164,-0.0431965024422036,-0.406728878194157
"196","Pocillopora_acuta_HIv2___RNAseq.g29144.t3",0.834481080714398,-0.436764351759448,-0.550675972269096
"197","Pocillopora_acuta_HIv2___RNAseq.g29231.t1",1.29919023615771,-0.676857350334218,-0.696649493531237
"198","Pocillopora_acuta_HIv2___RNAseq.g29256.t1",0.822904919310229,0.326550949726397,-0.969882728515238
"199","Pocillopora_acuta_HIv2___RNAseq.g29431.t1",1.02283730311094,0.0706348262775795,-1.13245273124418
"200","Pocillopora_acuta_HIv2___RNAseq.g29437.t1",0.992578274405868,0.492662110984757,-1.04880254385903
"201","Pocillopora_acuta_HIv2___RNAseq.g29457.t1",0.96445975363032,-0.0132656624279293,-1.29752174175535
"202","Pocillopora_acuta_HIv2___RNAseq.g29460.t1",0.923638010525135,0.258482996217704,-1.14309362261999
"203","Pocillopora_acuta_HIv2___RNAseq.g29637.t1",0.931598110614986,-0.103095662376355,-0.642330331901552
"204","Pocillopora_acuta_HIv2___RNAseq.g29646.t1",1.4229125784991,-0.669347126926973,-0.388730754854881
"205","Pocillopora_acuta_HIv2___RNAseq.g29688.t1",0.795614534156079,-0.188156161011144,-0.676742616396506
"206","Pocillopora_acuta_HIv2___RNAseq.g29824.t1",0.78434962803224,0.398852030969281,-0.951079319612135
"207","Pocillopora_acuta_HIv2___RNAseq.g29899.t1",1.17481695016855,-0.13579534145561,-0.81142391590906
"208","Pocillopora_acuta_HIv2___RNAseq.g29921.t1",0.875011811858364,-1.04615468173972,0.549854159485843
"209","Pocillopora_acuta_HIv2___RNAseq.g30080.t2",0.853759434527141,0.54566063444455,-0.0443836663289169
"210","Pocillopora_acuta_HIv2___RNAseq.g30091.t1",0.958099543690542,-0.819669696820453,0.583867037182584
"211","Pocillopora_acuta_HIv2___RNAseq.g30199.t1",0.761009374991293,-0.404958823797812,-0.513264131347433
"212","Pocillopora_acuta_HIv2___RNAseq.g30300.t1",1.50580741878782,-0.493808376782968,-0.588016200886681
"213","Pocillopora_acuta_HIv2___RNAseq.g30303.t2",1.0391045110368,0.145843629232998,-0.552470085096511
"214","Pocillopora_acuta_HIv2___RNAseq.g30315.t1",0.821484626684733,-0.765650253250681,0.18422317392372
"215","Pocillopora_acuta_HIv2___RNAseq.g3038.t1",0.761896869947666,-0.0302030119695251,0.0775605333703848
"216","Pocillopora_acuta_HIv2___RNAseq.g30486.t1",1.41507310553465,-0.0986662569764813,-1.0249502542742
"217","Pocillopora_acuta_HIv2___RNAseq.g3050.t1",0.756230902542487,0.564182233306443,-0.840583725783553
"218","Pocillopora_acuta_HIv2___RNAseq.g30586.t1",0.758413081100786,-0.458879315834998,0.108769097704215
"219","Pocillopora_acuta_HIv2___RNAseq.g30588.t2",1.15757376762384,0.00617979950320299,-0.41797619795573
"220","Pocillopora_acuta_HIv2___RNAseq.g30648.t1",1.31547491445355,-1.03250580527173,0.0626192422634799
"221","Pocillopora_acuta_HIv2___RNAseq.g30676.t1",0.773452021918277,0.0576727279959657,0.339090206823708
"222","Pocillopora_acuta_HIv2___RNAseq.g30678.t1",1.34843290377999,-0.442429334572022,-0.196783483892935
"223","Pocillopora_acuta_HIv2___RNAseq.g30763.t1",0.886707170976692,-0.689798604749906,0.537355411584255
"224","Pocillopora_acuta_HIv2___RNAseq.g3081.t1",1.6356513685553,-0.329446062215029,-0.866863538857418
"225","Pocillopora_acuta_HIv2___RNAseq.g30810.t1",1.05242879421477,-0.435538587325989,-0.685423267913058
"226","Pocillopora_acuta_HIv2___RNAseq.g30862.t2",1.19692421700754,-1.05236738767726,0.223731878545275
"227","Pocillopora_acuta_HIv2___RNAseq.g30867.t1a",0.760554514218694,-0.450292524665231,-0.0879934143935433
"228","Pocillopora_acuta_HIv2___RNAseq.g31.t1",1.01925060543592,-0.861858686536196,-0.163233075146879
"229","Pocillopora_acuta_HIv2___RNAseq.g31121.t1",1.27241470126067,-0.00585306553574718,-1.17175849451335
"230","Pocillopora_acuta_HIv2___RNAseq.g31144.t1",0.774295257623592,0.530898379371416,-1.22360723686426
"231","Pocillopora_acuta_HIv2___RNAseq.g31351.t1",1.344425528171,-0.0167984217656409,-1.20595129882975
"232","Pocillopora_acuta_HIv2___RNAseq.g31353.t1",1.19526524101984,-0.305820932412214,-0.817870872246661
"233","Pocillopora_acuta_HIv2___RNAseq.g315.t1b",1.5612955654813,-0.87186651680111,-0.340630533958646
"234","Pocillopora_acuta_HIv2___RNAseq.g3362.t1",0.849531990011086,0.375649547978171,-1.17157114032571
"235","Pocillopora_acuta_HIv2___RNAseq.g3376.t1c",0.750235630855958,-0.829728450888972,0.239036967845424
"236","Pocillopora_acuta_HIv2___RNAseq.g3576.t1",0.884742507059234,-0.873697574224982,0.375727645964522
"237","Pocillopora_acuta_HIv2___RNAseq.g3651.t1",0.893889694597207,-0.720959482866068,-0.172549811343197
"238","Pocillopora_acuta_HIv2___RNAseq.g3903.t1",0.858057188023945,-0.716547701475243,-0.0795063547944913
"239","Pocillopora_acuta_HIv2___RNAseq.g4028.t1",0.761970164939016,-0.362712781968213,-0.526759684303704
"240","Pocillopora_acuta_HIv2___RNAseq.g4058.t1",1.02181053875201,-0.361072474336906,-0.740111854516305
"241","Pocillopora_acuta_HIv2___RNAseq.g411.t1",1.32021321765101,0.109694324117486,-1.33360375367205
"242","Pocillopora_acuta_HIv2___RNAseq.g413.t1",1.01960293036026,-0.00201650051578407,-1.05655715573873
