"gene","D","T1","T2"
"Pocillopora_acuta_HIv2___RNAseq.g4392.t1",0.773647482236464,-0.0843880481844665,0.773647482236464
"Pocillopora_acuta_HIv2___RNAseq.g5712.t1",-0.037662118228639,-0.78492122215202,1.03285407240627
"Pocillopora_acuta_HIv2___RNAseq.g5818.t1",0.0150612028131325,-0.213775880409637,0.76870583553746
"Pocillopora_acuta_HIv2___RNAseq.g5983.t1",0.112271463382999,-0.853987581611212,0.990341201460707
"Pocillopora_acuta_HIv2___RNAseq.g6126.t1",0.418256495482464,-0.942778464756,0.868466927735218
"Pocillopora_acuta_HIv2___RNAseq.g6588.t1",-1.3042045958567,5.16308805821111e-05,0.900399718753828
"Pocillopora_acuta_HIv2___RNAseq.g7796.t1",-1.10658260798455,-0.18994130346083,1.28104818110112
"Pocillopora_acuta_HIv2___RNAseq.g800.t1",-0.963895705977745,0.157611492163438,0.764992870690603
"Pocillopora_acuta_HIv2___RNAseq.g9218.t1",-1.40883606560948,-0.100266205514211,1.20765222574372
"Pocillopora_acuta_HIv2___RNAseq.g9222.t1",-0.726220043175283,-0.344874039895362,0.937495474255259
"Pocillopora_acuta_HIv2___RNAseq.g9305.t1",-0.962877527916815,-0.310129124951546,0.910587482949596
"Pocillopora_acuta_HIv2___RNAseq.g948.t1",-1.46483308847064,0.277720449959267,0.825749852753501
"Pocillopora_acuta_HIv2___RNAseq.g9733.t1",0.00224602640019132,-0.579287701700611,0.933045290467954
"Pocillopora_acuta_HIv2___RNAseq.g9961.t1",-1.05729547000192,0.380962436621371,0.783555783636166
"Pocillopora_acuta_HIv2___TS.g11147.t1",-0.434213340837528,-0.281847753421259,1.08691818381514
"Pocillopora_acuta_HIv2___TS.g14677.t2",-0.929326175137611,-0.261031344799796,1.23374987901084
"Pocillopora_acuta_HIv2___TS.g15320.t1",-0.916771531209438,-0.386721338487246,1.30439121792922
"Pocillopora_acuta_HIv2___TS.g15327.t1",0.941739091404965,-0.721637140381895,0.766956938172711
"Pocillopora_acuta_HIv2___TS.g15909.t2",0.573058945480364,-0.81700291420412,0.847155648662676
"Pocillopora_acuta_HIv2___TS.g16836.t1",0.0533401571544528,-0.95124554003402,0.950711311865726
"Pocillopora_acuta_HIv2___TS.g19086.t1",-0.586485192191208,-0.168424028718101,0.946405866781605
"Pocillopora_acuta_HIv2___TS.g19143.t1",-1.42694062087842,-0.0439492653996846,0.879922641299375
"Pocillopora_acuta_HIv2___TS.g1932.t1",-1.21102585577206,0.176768365011516,1.0919947008841
"Pocillopora_acuta_HIv2___TS.g22531.t4",-1.01536171502335,0.157747967583449,0.949538115701116
"Pocillopora_acuta_HIv2___TS.g23636.t1b",-1.0459904719974,0.156923595017664,0.951903622922211
"Pocillopora_acuta_HIv2___TS.g24672.t2",-1.48348985956521,0.235681860668621,1.05684760457811
"Pocillopora_acuta_HIv2___TS.g24947.t1",-1.3620037181385,0.646081436433781,0.758552707630938
"Pocillopora_acuta_HIv2___TS.g26378.t2",-0.777891528089664,-0.252581740712619,0.968883357880236
"Pocillopora_acuta_HIv2___TS.g26403.t1",0.759029957211507,-1.37985890952393,0.762190883318126
"Pocillopora_acuta_HIv2___TS.g27837.t2",-0.0974389886883299,-0.856632547835667,0.940740584577416
"Pocillopora_acuta_HIv2___TS.g28083.t2",0.25156669633236,-0.98519274888783,1.03928488533882
"Pocillopora_acuta_HIv2___TS.g5257.t1",0.83836487716604,-0.938420939477005,0.892036016508251
"Pocillopora_acuta_HIv2___TS.g6551.t1",-1.01890119457869,-0.253065501661491,1.15457439982549
"Pocillopora_acuta_HIv2___TS.g6623.t1",-0.469616262617757,-0.534393954116916,1.36882089950449
"Pocillopora_acuta_HIv2___TS.g9361.t1",0.220436218326976,-0.874626392556985,0.939562193965301
"Pocillopora_acuta_HIv2___TS.g9946.t1",-0.42863017793939,-0.840321378140877,1.51225377854831
